id,log_recommends
1,3.3935453861165277
2,3.547299042090584
5,4.132531977583021
6,2.2079501393095646
11,5.096119908333558
12,6.557580861847762
21,0.7038532155144341
32,2.6623120815123484
33,3.1654895219187464
57,6.128968722490946
61,3.620586870824451
65,4.237403177906812
69,2.2428578386996634
70,2.3913133121972816
76,2.6058317453638775
79,6.7051374372409684
81,5.157615641390805
82,6.068419881373652
84,5.596464254676109
85,3.2774894445880056
86,5.4120837401908
87,4.854862731135789
88,7.178653652473518
89,5.559251644698375
92,3.4412679805997826
93,3.505731614307547
94,4.221304910140973
95,3.115739157010772
96,4.023486685849923
97,3.070221686833505
100,4.945578155765533
101,3.817814548820383
102,6.569892538011569
103,2.0240276819874725
104,3.75373402104292
105,3.998678437445507
106,6.6082286666280385
108,6.950550305201478
111,6.388461615504051
112,4.72047419778939
116,4.871589822334929
118,2.2669511549974786
121,3.607196094102333
122,3.471505078527544
124,4.267926467660814
126,4.830369557195832
132,2.519971820292868
135,4.624749315455789
136,4.356849003774291
137,2.0747810381490672
141,2.4466878599810857
142,2.590625666535458
146,3.79653848144143
152,4.410604580995541
155,2.704948396414844
156,2.390787020354276
159,5.85664402001695
160,3.4562837236876485
164,5.085302489195849
166,3.8858696361200096
167,2.67416569963949
176,2.5594084166536666
180,5.054307611973608
181,4.692863148248847
194,5.7986688666494235
198,1.703214724860815
204,3.7217539788988123
205,4.76803029389581
206,5.166190406932968
212,3.300568495343278
214,2.2036463877500134
228,1.4966832575758582
229,3.6255514046769424
240,2.155081450584494
242,3.5847454186910097
277,4.6077935042568905
278,4.190349089166104
279,3.7943980124066172
282,1.4384485424512348
302,1.71211024786023
308,1.8629911551946083
313,2.4241521981011283
348,1.7665351759893941
351,3.4368922108453863
362,3.0459382963915367
363,2.9593204812566283
379,2.4717206813323713
380,4.290527036403088
381,2.784495384518128
387,3.134578933648969
391,4.470917143525906
398,1.8591674393553077
404,2.1723206810171907
407,3.3313696087881004
412,5.525193596226947
416,3.8060421969460014
422,3.734457577095692
436,4.342590859440894
447,1.6729146322481605
448,2.080659004456681
459,3.4758658993974727
461,3.956106107801796
463,6.476226425144941
464,3.631035774937663
475,3.909824003867344
481,2.7408169977535746
488,3.264745527203808
491,2.3763686435356006
492,3.2572138656708565
495,1.8699120259246214
505,2.0313457499398733
506,2.234613501772513
507,4.661332346743201
512,3.154615103318065
515,3.895615427993775
516,5.688093596365091
525,4.439171218321648
529,4.120848678859938
532,4.489376303207628
539,4.537386071340471
540,2.300473018572861
546,4.567725555164727
549,3.002662770025394
553,3.9397150129683474
554,2.937197458246545
555,6.498728051931537
557,3.415924909802185
571,4.0071945717428905
576,3.8509948305031454
588,3.421999884745335
598,2.3741671425269133
601,3.350791608483025
602,4.852170567513928
610,3.9029480431637262
617,3.9598094926913388
619,3.964552616614106
629,2.1154259050306723
631,3.950550229935764
641,3.0306584089830926
642,2.1272043487097387
646,2.103847529731405
647,3.7893591260962154
652,3.3850022504152975
653,1.5647148416155703
655,3.22630447027909
656,2.5385277624879423
658,3.7234175782982915
659,4.363861356258911
660,1.7099271608745406
663,4.656808367037085
673,2.633209341466711
681,1.8524411299892571
684,3.1113709038078072
685,5.54153091267669
686,2.778662254495589
687,4.368422197006689
688,4.621594681846411
692,3.8212518334668055
693,4.426710098410053
698,5.147292079825155
703,4.264145248906219
704,4.8131283869291295
708,3.4960521976138486
714,3.3435820758640533
716,3.1763878997479327
722,5.25311060765112
723,4.504052471466679
724,4.115230797765963
727,3.9343714098237426
730,4.267643159954042
731,5.5495567313305525
739,3.8229760801141204
741,3.533458273614173
748,1.9852187739407055
749,2.5693475946832454
750,5.170814146181133
751,2.397254422115789
754,3.0258009551267753
772,4.1046346236772475
