id,log_recommends
1,7.3739447716349975
2,2.761345574614658
5,5.335852959492861
6,-1.9487157881759605
11,7.112359600609977
12,8.182362263897332
21,2.950890275058664
32,4.766676691532291
33,2.7772132496014494
57,6.336536298940537
61,4.317549673245727
65,6.25850203784152
69,6.488250595215943
70,5.270939949456487
76,6.571918048143022
79,8.025756629088642
81,6.089378614995459
82,6.742024195033132
84,4.96581507902579
85,4.891320660512651
86,7.128593432965442
87,7.494228925786057
88,7.733045025502686
89,6.423691320099972
92,2.653370208492573
93,4.944385831268936
94,6.671123805292607
95,3.103694734666183
96,5.56965270391361
97,0.4549604481111722
100,6.166543590831367
101,3.632375185901828
102,7.017882297898952
103,1.1894681184852742
104,4.496233584468387
105,4.872617055600226
106,7.316269663885483
108,7.680142238822664
111,11.867904687609618
112,4.714973740438023
116,0.5471436188517181
118,-0.21442610485033997
121,5.872919423761069
122,-0.4254078860469588
124,4.830964285005052
126,3.931717943883047
132,4.678970075294349
135,3.1775638569899143
136,4.3079864564960175
137,0.16077160656356781
141,3.7557050972114783
142,6.676667003754131
146,3.3004687512429944
152,3.456303254817302
155,4.194992777988455
156,3.0681585506632842
159,4.098219451584555
160,6.08023062708348
164,6.609007789619952
166,-2.006217630405808
167,0.7632150567509486
176,4.8199943945255574
180,7.41878710943237
181,3.1154383978664093
194,7.1250584096860505
198,1.015761917088796
204,3.361175485538765
205,7.040042686422828
206,8.869634815734415
212,3.0142595871668023
214,2.120607493376782
228,2.0026347645034788
229,6.197453653048769
240,1.9011080074049254
242,6.248636447184244
277,3.6462112120798906
278,4.802379823447335
279,3.9688551651310173
282,1.6554116210855936
302,-4.73631239325925
308,2.7545178901444247
313,2.5444504900285896
348,2.8634660539220445
351,3.5018286662957756
362,1.7902392344816762
363,5.202413026144628
379,4.048964286014883
380,3.3173850999919976
381,2.2784572014252085
387,6.15971998749075
391,6.44379735088055
398,-0.08805860751695982
404,1.337911566334655
407,9.163564638796068
412,7.915832489838095
416,4.4544628766213865
422,6.012744926116706
436,3.8354471656598434
447,3.0466527502698195
448,1.6248640082516421
459,2.65629381498273
461,4.514285847649477
463,7.226591260605583
464,4.478407878393723
475,3.547929206766784
481,4.070787882857027
488,8.610550026521377
491,3.0826786590624815
492,8.34249642368749
495,4.110989152135379
505,3.275042925790295
506,1.5235115661762881
507,5.200428776135151
512,0.6945887743092456
515,4.730854488201239
516,7.299623758435556
525,5.5500313882698675
529,3.5280079173310086
532,6.521392737396411
539,3.243940841431473
540,3.4969116185099485
546,4.920274677858613
549,3.1868641351905653
553,3.230026924814343
554,1.400312649640098
555,7.512038503437938
557,2.438783242974181
571,3.5823866812104597
576,5.30755545066536
588,2.9739937149538287
598,6.615177012278534
601,5.579655110012968
602,3.737790536449432
610,6.310359465138094
617,5.936685419079864
619,0.15732072818566678
629,1.5034435136039352
631,4.169347972291284
641,3.9507362146159926
642,0.9068198326315766
646,1.1070967779266152
647,4.2015408695287375
652,2.762688506014104
653,-0.14301288466017814
655,5.875708703301372
656,0.5696845324159653
658,2.9903367095810296
659,10.768812487642744
660,2.092478448803681
663,3.070619014278884
673,2.3707094245011016
681,2.5247618097073383
684,2.9970620750179338
685,8.761677397115708
686,3.0350330655589106
687,4.519892901372106
688,5.891688453034065
692,4.568501904797733
693,3.051238898045114
698,4.167884456427887
703,4.613429580865041
704,4.478512517685546
708,4.143239724889706
714,3.2671010281544897
716,2.5148415279813485
722,5.539475446501318
723,2.5106360389611675
724,5.6537639338100645
727,3.231561369544708
730,4.957924086760537
731,12.005799871242372
739,0.853812239319212
741,5.914794989248907
748,0.676310496631347
749,0.7986733095582731
750,6.080599500673838
751,2.135594927577149
754,7.123521213427279
772,12.454364842150744
775,0.8358583939316632
782,1.7111233485148383
787,6.441486945875414
789,1.6268155522242018
800,5.195028707247099
802,4.315996534968775
807,3.1035390722106238
810,2.912891795287168
812,3.4628790622790446
818,1.0019519367132712
827,1.9138323430682713
833,4.534595680098988
835,1.365302000552078
837,2.285571223569704
841,1.5411769507939108
845,8.084901919264075
846,2.3856450649667726
847,6.0098148328334755
848,3.868541251442682
853,2.5039478373788917
855,7.533266891380508
856,9.898813714466765
858,0.2631828002162637
861,5.326817576252349
862,1.8059724974039297
866,3.011276556177187
867,7.776266601411677
876,6.285141543001556
877,4.971389028512179
878,4.150932176646798
881,1.3412973879105945
884,2.658684837601845
894,5.293229403726485
895,2.362241627899585
899,1.9996022644170273
900,2.5750562128290833
908,9.153078833327012
912,7.2702385930771305
914,5.68148529637382
926,2.2771486330523327
927,4.1320024056054026
928,1.4842880312714062
932,4.366443847953545
934,3.9812251239714262
935,4.828556123543615
939,0.5988232099119914
947,6.225354907814943
956,7.017107349153526
966,4.6124546824319985
970,5.64984338665754
972,5.884594346665017
978,4.525490231212306
981,3.4427353529486724
985,3.8950393080591335
996,2.1105699896761374
1001,1.2301121439706169
1005,2.521151293579398
1008,7.889591836674097
1009,3.9515747458529855
1012,5.007466797620614
1013,5.6866330352544665
1022,1.9768671326506286
1025,4.396442849455775
1031,3.2388888185532405
1032,6.746734016837854
1033,5.275647314431886
1037,6.334276610094899
1039,3.473564302917972
1040,2.2614983690144905
1042,2.198404975503249
1044,3.5859699233063833
1046,4.752452599824457
1047,0.6775540888928899
1049,3.2621632982302375
1050,6.899054985269466
1051,5.7443078112413986
1052,1.2990455735635664
1055,0.32385378658272845
1057,8.71173979620259
1058,4.11241838257979
1061,4.0820611560675015
1069,4.813724007962232
1071,4.303055092533077
1072,5.9050479753096825
1076,3.6367763895219434
1077,-0.9499383631227256
1078,2.040387148208648
1080,6.489418943024262
1081,3.440376282853899
1083,6.236942972982599
1085,4.681379904452136
1087,4.600569936397492
1094,5.142166217885489
1096,4.320876340273594
1102,6.202551232240308
1104,4.815295278015312
1105,5.147718262324126
1106,4.055787112959651
1110,3.349735744204173
1114,4.796384773150189
1124,1.0165059203668476
1127,2.917812276364383
1129,4.238391364289643
1131,2.3450970402273503
1133,3.1107224466444587
1136,7.911698402665948
1137,3.6901616647039885
1138,6.5268718883609695
1139,3.0844928161133334
1141,2.7670072557470142
1149,5.765213190009495
1151,4.80933601191809
1152,1.8801104700363824
1153,1.6896238182607055
1165,5.064524390129088
1167,2.90028688323484
1170,4.30369966142504
1171,5.188264857373232
1173,3.0918718745302245
1175,4.708314825409445
1177,2.195735335372916
1180,34.78171695600616
1183,5.777931719574866
1188,3.763520914676551
1189,-0.2135638905678927
1190,5.774127426671775
1194,4.540597834504093
1197,-0.2202520549160214
1199,4.786583933347806
1202,4.738257829021604
1207,5.16122048724711
1208,3.662885620580758
1209,5.247800230339024
1213,3.865973585538748
1214,4.565808545053899
1215,3.727114937666653
